status,funding_rounds,funding_total_usd,milestones,relationships,age,success_status,success_binary
operating,,,1.0,2.0,8.0,0,0
operating,,,1.0,1.0,3.58,0,0
operating,,,,4.0,7.0,0,0
operating,2.0,2420000.0,,,7.0,0,0
closed,1.0,,,4.0,4.62,0,0
operating,,,,,4.42,0,0
operating,2.0,64100000.0,1.0,13.0,7.0,0,0
operating,4.0,6577232.0,1.0,12.0,8.0,0,0
operating,1.0,1300000.0,,1.0,7.0,0,0
operating,,,1.0,1.0,16.49,0,0
operating,2.0,14500000.0,1.0,2.0,7.0,0,0
operating,2.0,325000.0,2.0,4.0,4.0,0,0
operating,,,,,3.73,0,0
operating,,,,,3.46,0,0
operating,,,2.0,18.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,4.0,4.25,0,0
operating,,,,,3.23,0,0
operating,,,1.0,1.0,3.21,0,0
operating,3.0,4000000.0,1.0,12.0,10.0,0,0
operating,,,1.0,1.0,7.0,0,0
ipo,,,1.0,2.0,7.0,1,1
acquired,2.0,1250000.0,2.0,2.0,3.29,1,1
operating,,,,,7.0,0,0
operating,,,,,12.0,0,0
operating,3.0,23600000.0,3.0,4.0,7.0,0,0
operating,,,,,7.16,0,0
acquired,2.0,70000.0,3.0,1.0,7.16,1,1
operating,1.0,3500000.0,1.0,9.0,3.25,0,0
operating,,,1.0,1.0,11.0,0,0
ipo,2.0,20000000.0,3.0,7.0,12.0,1,1
operating,,,1.0,1.0,8.0,0,0
operating,,,1.0,4.0,45.0,0,0
operating,3.0,680000.0,1.0,,3.75,0,0
operating,1.0,250000.0,,2.0,8.21,0,0
operating,,,,2.0,42.0,0,0
operating,,,1.0,8.0,4.0,0,0
operating,,,,,7.0,0,0
operating,,,,,4.84,0,0
operating,,,1.0,4.0,7.0,0,0
operating,,,,,24.0,0,0
operating,1.0,135000.0,1.0,7.0,6.5,0,0
operating,,,1.0,2.0,3.39,0,0
operating,2.0,850000.0,3.0,4.0,4.0,0,0
operating,4.0,21999992.0,,2.0,7.0,0,0
operating,2.0,20783892.0,,7.0,16.0,0,0
operating,3.0,42000000.0,1.0,3.0,14.0,0,0
operating,,,,,7.0,0,0
operating,2.0,49000000.0,2.0,7.0,8.16,0,0
acquired,,,2.0,1.0,7.0,1,1
operating,,,1.0,2.0,3.0,0,0
acquired,1.0,,1.0,,4.0,1,1
acquired,,,,,7.0,1,1
operating,1.0,1200000.0,1.0,8.0,2.67,0,0
operating,,,,,13.0,0,0
operating,,,,3.0,7.0,0,0
operating,,,,1.0,5.0,0,0
operating,,,1.0,,3.52,0,0
operating,1.0,781458.0,1.0,8.0,2.8,0,0
operating,,,1.0,8.0,23.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,,4.16,0,0
operating,,,1.0,2.0,6.0,0,0
operating,,,,1.0,4.16,0,0
operating,,,,1.0,8.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,,,6.0,0,0
operating,,,2.0,2.0,7.0,0,0
operating,1.0,25000.0,1.0,2.0,3.65,0,0
operating,,,1.0,5.0,14.0,0,0
operating,2.0,7250000.0,1.0,5.0,5.0,0,0
operating,,,1.0,3.0,7.0,0,0
operating,,,1.0,12.0,7.0,0,0
acquired,,,3.0,73.0,36.0,1,1
operating,1.0,25000.0,,,4.0,0,0
operating,6.0,60900000.0,6.0,42.0,9.33,0,0
operating,,,,,14.0,0,0
operating,,,1.0,1.0,3.16,0,0
operating,,,1.0,4.0,3.66,0,0
operating,,,1.0,3.0,7.0,0,0
operating,,,1.0,1.0,3.5,0,0
operating,,,2.0,1.0,5.42,0,0
operating,,,,,7.0,0,0
operating,,,1.0,1.0,3.75,0,0
acquired,,,,3.0,14.0,1,1
operating,1.0,,1.0,9.0,7.32,0,0
operating,1.0,400000.0,1.0,2.0,2.74,0,0
operating,2.0,5000000.0,3.0,5.0,8.0,0,0
ipo,,,3.0,37.0,32.0,1,1
operating,1.0,,1.0,3.0,3.52,0,0
operating,,,1.0,9.0,7.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,1.0,4.0,0,0
operating,1.0,25000.0,,,7.0,0,0
operating,,,1.0,,7.0,0,0
operating,,,,,17.0,0,0
operating,,,1.0,3.0,3.5,0,0
operating,4.0,34800000.0,1.0,17.0,96.0,0,0
operating,,,1.0,57.0,107.0,0,0
operating,,,1.0,2.0,17.0,0,0
operating,,,,,3.67,0,0
operating,,,,,15.0,0,0
operating,,,2.0,3.0,7.84,0,0
operating,,,,3.0,7.0,0,0
operating,2.0,,1.0,3.0,7.0,0,0
operating,2.0,1020000.0,1.0,4.0,7.0,0,0
operating,1.0,20000.0,1.0,2.0,4.0,0,0
operating,3.0,5520000.0,2.0,6.0,4.0,0,0
acquired,1.0,,,2.0,7.0,1,1
operating,,,1.0,4.0,7.0,0,0
operating,,,,7.0,11.0,0,0
operating,,,1.0,,7.0,0,0
operating,,,1.0,,4.91,0,0
operating,,,,,14.0,0,0
acquired,,,,,13.0,1,1
operating,,,1.0,3.0,7.0,0,0
operating,,,,3.0,8.0,0,0
operating,,,,,7.0,0,0
operating,,,2.0,4.0,5.0,0,0
operating,,,,2.0,11.91,0,0
operating,,,1.0,2.0,4.0,0,0
operating,,,1.0,1.0,3.5,0,0
operating,3.0,11250000.0,3.0,6.0,5.0,0,0
operating,,,1.0,2.0,4.31,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,1.0,12.0,0,0
operating,,,,,27.0,0,0
operating,2.0,1000000.0,2.0,3.0,4.5,0,0
operating,,,,,8.0,0,0
operating,3.0,1970495.0,,2.0,7.0,0,0
operating,,,,,19.01,0,0
operating,2.0,24300000.0,,1.0,6.0,0,0
operating,,,,5.0,4.0,0,0
operating,3.0,16787500.0,,1.0,13.0,0,0
operating,1.0,20000.0,2.0,3.0,3.42,0,0
operating,2.0,1000000.0,,1.0,7.0,0,0
operating,,,1.0,4.0,7.0,0,0
operating,,,1.0,3.0,7.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,2.0,34000000.0,,,7.0,0,0
operating,1.0,25000.0,,,3.91,0,0
ipo,,,1.0,5.0,7.0,1,1
acquired,,,,,7.0,1,1
operating,1.0,1300000.0,,3.0,8.16,0,0
operating,,,1.0,2.0,9.08,0,0
operating,2.0,2000000.0,2.0,7.0,4.08,0,0
operating,,,,,7.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,3.0,19.0,0,0
operating,1.0,600000.0,1.0,3.0,4.0,0,0
operating,,,1.0,4.0,3.28,0,0
operating,,,,,14.74,0,0
operating,,,,,26.0,0,0
operating,,,,2.0,4.0,0,0
operating,,,,,16.0,0,0
operating,,,,,3.91,0,0
operating,,,,,29.0,0,0
operating,,,1.0,1.0,10.0,0,0
operating,1.0,,2.0,2.0,3.33,0,0
operating,2.0,6500000.0,1.0,6.0,3.84,0,0
acquired,,,1.0,5.0,7.0,1,1
operating,,,1.0,1.0,4.0,0,0
operating,,,1.0,4.0,3.34,0,0
operating,,,,,7.0,0,0
operating,1.0,500000.0,1.0,4.0,4.67,0,0
operating,,,1.0,3.0,4.08,0,0
operating,2.0,2202090.0,2.0,13.0,3.42,0,0
operating,,,2.0,2.0,15.0,0,0
operating,1.0,37000000.0,,2.0,7.0,0,0
operating,2.0,4500000.0,2.0,4.0,4.16,0,0
acquired,2.0,700000.0,,3.0,3.91,1,1
operating,,,1.0,1.0,4.16,0,0
operating,3.0,2175000.0,,,7.0,0,0
operating,1.0,,1.0,3.0,8.16,0,0
acquired,1.0,67500000.0,1.0,11.0,7.0,1,1
operating,2.0,7800000.0,3.0,6.0,5.0,0,0
acquired,,,,1.0,7.0,1,1
operating,,,,1.0,4.14,0,0
operating,,,1.0,1.0,4.0,0,0
operating,1.0,1700000.0,2.0,3.0,4.84,0,0
operating,,,,,6.41,0,0
operating,,,,,7.0,0,0
operating,,,,1.0,10.0,0,0
operating,,,1.0,6.0,9.0,0,0
operating,,,1.0,1.0,8.33,0,0
operating,,,,,8.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,,4.78,0,0
operating,,,,2.0,7.89,0,0
operating,,,1.0,3.0,4.0,0,0
operating,,,1.0,2.0,3.42,0,0
operating,,,,,7.0,0,0
operating,,,,2.0,9.0,0,0
closed,1.0,250000.0,2.0,4.0,7.0,0,0
ipo,1.0,50000000.0,3.0,17.0,20.0,1,1
operating,1.0,,1.0,4.0,3.0,0,0
operating,,,2.0,1.0,3.16,0,0
closed,1.0,800000.0,1.0,2.0,5.36,0,0
operating,,,,,7.0,0,0
acquired,,,,3.0,7.0,1,1
operating,,,1.0,1.0,3.16,0,0
operating,4.0,20543378.0,,3.0,10.0,0,0
operating,1.0,,1.0,2.0,3.42,0,0
operating,,,1.0,7.0,12.56,0,0
acquired,,,,,7.0,1,1
acquired,1.0,,,3.0,7.0,1,1
ipo,,,1.0,3.0,7.0,1,1
operating,,,2.0,7.0,3.75,0,0
operating,,,1.0,1.0,15.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,,3.0,12.96,0,0
operating,,,,1.0,15.0,0,0
operating,4.0,4300000.0,2.0,2.0,3.59,0,0
operating,,,1.0,1.0,5.0,0,0
operating,,,1.0,1.0,14.0,0,0
operating,,,1.0,1.0,7.32,0,0
operating,,,1.0,11.0,7.0,0,0
operating,,,,,9.91,0,0
operating,3.0,4800000.0,2.0,11.0,6.0,0,0
operating,,,1.0,4.0,5.0,0,0
operating,,,,9.0,6.75,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,1.0,4.0,3.35,0,0
acquired,,,,,7.0,1,1
operating,,,1.0,3.0,3.84,0,0
operating,,,,,3.14,0,0
operating,,,1.0,2.0,3.84,0,0
operating,,,1.0,2.0,6.29,0,0
operating,2.0,8600000.0,2.0,5.0,5.67,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,1.0,10.75,0,0
closed,,,,1.0,2.0,0,0
operating,,,1.0,2.0,15.0,0,0
operating,1.0,50000.0,1.0,1.0,4.32,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,4.0,3.72,0,0
operating,1.0,2000000.0,2.0,5.0,3.92,0,0
operating,,,1.0,1.0,3.25,0,0
operating,1.0,150000.0,1.0,1.0,12.33,0,0
closed,1.0,100000.0,,3.0,1.51,0,0
operating,1.0,350000.0,,,12.0,0,0
operating,,,,1.0,14.98,0,0
operating,,,1.0,1.0,3.0,0,0
operating,,,,3.0,13.0,0,0
operating,,,1.0,3.0,37.0,0,0
operating,,,1.0,5.0,7.0,0,0
operating,,,1.0,5.0,31.0,0,0
operating,,,,,19.0,0,0
operating,,,,3.0,15.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,1.0,7.0,0,0
closed,1.0,3100000.0,1.0,3.0,2.25,0,0
operating,1.0,350000.0,1.0,1.0,4.42,0,0
operating,,,2.0,6.0,3.67,0,0
operating,1.0,1350000.0,,3.0,4.25,0,0
operating,1.0,,,1.0,14.0,0,0
operating,,,,3.0,6.0,0,0
operating,,,,,7.0,0,0
closed,1.0,25000.0,2.0,1.0,2.07,0,0
operating,,,,,31.71,0,0
operating,,,1.0,1.0,3.51,0,0
operating,,,,,7.0,0,0
operating,,,,,7.0,0,0
operating,,,,,7.0,0,0
acquired,2.0,9200000.0,2.0,11.0,9.91,1,1
operating,,,1.0,2.0,3.75,0,0
operating,2.0,5800000.0,1.0,3.0,9.0,0,0
operating,2.0,2500000.0,,2.0,7.0,0,0
operating,,,,12.0,5.0,0,0
operating,,,,,8.0,0,0
acquired,,,,,7.0,1,1
operating,1.0,20000.0,1.0,1.0,3.86,0,0
operating,,,,,5.83,0,0
operating,1.0,1000000.0,1.0,2.0,6.24,0,0
operating,,,,,6.25,0,0
operating,,,,,11.0,0,0
operating,,,,2.0,6.0,0,0
operating,,,1.0,1.0,5.0,0,0
operating,,,,,4.58,0,0
acquired,,,1.0,3.0,4.0,1,1
operating,1.0,,1.0,3.0,4.0,0,0
operating,,,,,4.0,0,0
operating,,,1.0,4.0,7.0,0,0
operating,1.0,,,2.0,4.08,0,0
closed,1.0,250000.0,,1.0,7.0,0,0
acquired,1.0,15000000.0,3.0,30.0,9.98,1,1
operating,1.0,,,1.0,3.39,0,0
acquired,,,2.0,3.0,4.0,1,1
operating,1.0,200000.0,,5.0,3.0,0,0
operating,,,,,13.0,0,0
operating,3.0,19100000.0,3.0,9.0,4.08,0,0
acquired,,,,1.0,7.0,1,1
operating,1.0,,,,4.0,0,0
operating,1.0,4000000.0,2.0,18.0,9.0,0,0
operating,,,,,5.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,2.0,3.25,0,0
operating,,,1.0,,7.0,0,0
operating,1.0,15000000.0,,2.0,4.0,0,0
operating,,,,1.0,46.0,0,0
operating,,,1.0,11.0,23.0,0,0
operating,,,1.0,3.0,9.29,0,0
operating,,,2.0,14.0,5.0,0,0
operating,,,,,9.0,0,0
operating,2.0,7550000.0,2.0,3.0,3.16,0,0
operating,,,1.0,2.0,22.0,0,0
operating,,,,,3.33,0,0
operating,2.0,344638.0,2.0,5.0,8.91,0,0
operating,,,,2.0,8.67,0,0
operating,,,2.0,5.0,6.0,0,0
operating,,,1.0,3.0,6.41,0,0
operating,,,2.0,2.0,4.33,0,0
operating,1.0,150000.0,1.0,3.0,3.38,0,0
operating,1.0,500000.0,2.0,5.0,4.0,0,0
operating,,,,3.0,5.0,0,0
operating,,,1.0,1.0,4.0,0,0
operating,,,,3.0,7.0,0,0
operating,1.0,,,,17.77,0,0
acquired,,,2.0,4.0,10.25,1,1
closed,3.0,25499999.0,,3.0,7.0,0,0
operating,1.0,125125.0,2.0,1.0,7.0,0,0
operating,,,3.0,3.0,9.08,0,0
operating,,,1.0,1.0,8.84,0,0
operating,,,,,7.0,0,0
operating,,,2.0,2.0,8.0,0,0
operating,1.0,1300000.0,3.0,22.0,4.19,0,0
operating,,,,,3.33,0,0
operating,,,,,3.49,0,0
acquired,1.0,500000.0,1.0,4.0,8.0,1,1
operating,1.0,500000.0,1.0,,4.56,0,0
operating,,,,,7.0,0,0
operating,1.0,1750000.0,2.0,3.0,7.0,0,0
closed,1.0,50000.0,,,2.14,0,0
operating,,,,,14.76,0,0
operating,,,,2.0,7.0,0,0
operating,2.0,1650000.0,1.0,2.0,4.0,0,0
acquired,,,3.0,23.0,16.0,1,1
operating,1.0,3000000.0,1.0,4.0,7.0,0,0
operating,3.0,5500000.0,2.0,7.0,3.67,0,0
operating,1.0,265000.0,1.0,1.0,4.91,0,0
operating,,,,,3.16,0,0
operating,,,1.0,2.0,3.84,0,0
operating,2.0,8700000.0,1.0,1.0,9.6,0,0
operating,,,,,9.17,0,0
operating,1.0,1000000.0,1.0,7.0,5.16,0,0
operating,2.0,8500000.0,,14.0,4.05,0,0
operating,2.0,21500000.0,2.0,18.0,11.0,0,0
operating,,,,2.0,7.0,0,0
operating,1.0,155000.0,1.0,5.0,4.75,0,0
operating,1.0,,1.0,6.0,4.0,0,0
operating,2.0,7800000.0,2.0,7.0,5.0,0,0
operating,1.0,5000000.0,1.0,3.0,7.0,0,0
operating,,,1.0,1.0,16.0,0,0
operating,,,1.0,14.0,57.0,0,0
operating,,,1.0,1.0,3.17,0,0
operating,,,,,5.0,0,0
acquired,,,1.0,3.0,19.58,1,1
operating,,,,1.0,6.58,0,0
operating,,,2.0,1.0,3.0,0,0
operating,,,,,12.0,0,0
operating,,,1.0,,3.6,0,0
operating,,,1.0,1.0,2.12,0,0
acquired,1.0,1200000.0,3.0,11.0,15.0,1,1
operating,1.0,750000.0,,1.0,4.0,0,0
operating,,,1.0,5.0,17.0,0,0
operating,,,,1.0,6.0,0,0
operating,1.0,,2.0,26.0,36.0,0,0
operating,,,,1.0,7.0,0,0
operating,1.0,4100000.0,1.0,5.0,7.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,,2.0,7.0,0,0
operating,,,,,34.0,0,0
operating,1.0,1200000.0,2.0,5.0,3.25,0,0
operating,1.0,5000000.0,,4.0,7.0,0,0
operating,1.0,25000.0,1.0,2.0,4.33,0,0
operating,3.0,3218000.0,2.0,7.0,3.08,0,0
acquired,,,3.0,75.0,27.38,1,1
operating,,,1.0,1.0,6.41,0,0
operating,4.0,7500000.0,4.0,20.0,9.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,2.0,3.14,0,0
operating,,,1.0,2.0,3.1,0,0
operating,1.0,1500000.0,3.0,2.0,3.89,0,0
operating,,,,,7.0,0,0
operating,,,1.0,5.0,12.0,0,0
operating,1.0,500000.0,,,4.64,0,0
operating,,,,,10.0,0,0
ipo,,,2.0,1.0,7.0,1,1
operating,,,1.0,2.0,3.16,0,0
operating,,,1.0,,7.0,0,0
operating,,,2.0,,7.16,0,0
operating,,,1.0,4.0,17.0,0,0
operating,,,,2.0,5.51,0,0
operating,1.0,,1.0,5.0,7.5,0,0
operating,,,2.0,6.0,12.0,0,0
operating,,,1.0,2.0,8.0,0,0
operating,,,1.0,1.0,3.78,0,0
operating,,,1.0,4.0,17.0,0,0
operating,2.0,10000000.0,2.0,11.0,3.75,0,0
operating,2.0,8100000.0,2.0,6.0,4.0,0,0
operating,,,,,6.14,0,0
operating,,,1.0,2.0,17.0,0,0
operating,2.0,250000.0,3.0,3.0,7.0,0,0
operating,,,,,7.3,0,0
operating,1.0,,1.0,5.0,3.0,0,0
operating,,,,2.0,7.84,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,1.0,,13.0,0,0
operating,2.0,7900000.0,2.0,7.0,6.17,0,0
operating,4.0,12257500.0,,4.0,6.0,0,0
acquired,,,1.0,3.0,7.0,1,1
operating,1.0,12700000.0,,1.0,12.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,1.0,985136.0,1.0,4.0,3.85,0,0
operating,,,1.0,2.0,5.42,0,0
operating,,,1.0,1.0,11.73,0,0
operating,,,,,9.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,,1.0,6.62,0,0
operating,,,,,3.14,0,0
operating,,,,,13.83,0,0
operating,,,1.0,1.0,11.8,0,0
closed,1.0,,3.0,3.0,4.45,0,0
operating,1.0,,,3.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,3.0,9.0,23.0,0,0
operating,,,,,15.99,0,0
operating,,,1.0,1.0,5.0,0,0
operating,,,1.0,2.0,8.0,0,0
operating,,,1.0,2.0,5.0,0,0
operating,,,1.0,3.0,5.75,0,0
acquired,,,1.0,4.0,5.42,1,1
operating,,,,6.0,7.0,0,0
operating,,,,1.0,23.84,0,0
operating,,,,2.0,3.75,0,0
operating,,,,,4.25,0,0
operating,,,1.0,1.0,16.0,0,0
operating,,,1.0,1.0,4.58,0,0
operating,1.0,25000.0,1.0,2.0,4.58,0,0
operating,,,1.0,12.0,7.0,0,0
operating,,,,,15.0,0,0
operating,,,1.0,1.0,14.0,0,0
operating,,,1.0,1.0,23.0,0,0
acquired,,,,,13.0,1,1
operating,2.0,2870000.0,,4.0,7.0,0,0
operating,,,,2.0,7.0,0,0
operating,,,,,16.41,0,0
operating,1.0,800000.0,1.0,5.0,3.76,0,0
operating,,,1.0,,18.97,0,0
operating,,,1.0,2.0,3.14,0,0
operating,,,,1.0,3.84,0,0
operating,1.0,1000000.0,1.0,3.0,7.0,0,0
operating,2.0,652750.0,,,9.0,0,0
operating,,,1.0,2.0,4.08,0,0
operating,,,,2.0,21.66,0,0
operating,,,1.0,1.0,4.0,0,0
operating,,,,1.0,9.88,0,0
operating,,,,2.0,3.91,0,0
operating,,,1.0,1.0,14.0,0,0
operating,,,,,4.0,0,0
operating,,,1.0,2.0,17.0,0,0
operating,,,1.0,1.0,11.08,0,0
operating,,,1.0,9.0,34.0,0,0
operating,1.0,70000249.0,1.0,1.0,7.0,0,0
operating,2.0,6400000.0,1.0,2.0,7.0,0,0
operating,3.0,22300000.0,1.0,4.0,4.0,0,0
operating,2.0,125000000.0,1.0,8.0,20.0,0,0
operating,2.0,52000000.0,3.0,3.0,4.16,0,0
operating,2.0,1600000.0,1.0,3.0,3.58,0,0
operating,,,,,11.25,0,0
operating,,,,1.0,3.58,0,0
operating,,,1.0,10.0,3.33,0,0
operating,,,,1.0,16.36,0,0
operating,,,1.0,1.0,9.42,0,0
operating,,,1.0,,4.0,0,0
operating,1.0,2000.0,1.0,1.0,11.81,0,0
operating,3.0,9403600.0,2.0,7.0,6.91,0,0
operating,,,2.0,,4.7,0,0
operating,,,2.0,4.0,3.13,0,0
operating,,,1.0,1.0,3.39,0,0
operating,,,,,7.99,0,0
operating,,,1.0,4.0,45.0,0,0
closed,1.0,,1.0,1.0,2.97,0,0
operating,,,,,4.33,0,0
operating,2.0,40000000.0,2.0,19.0,7.0,0,0
operating,,,,,5.58,0,0
operating,,,1.0,1.0,5.98,0,0
operating,,,2.0,1.0,4.0,0,0
operating,,,2.0,2.0,5.0,0,0
operating,,,,,24.48,0,0
operating,,,,,7.0,0,0
operating,,,,,24.0,0,0
operating,,,2.0,1.0,6.25,0,0
operating,,,1.0,3.0,7.0,0,0
operating,1.0,500000.0,1.0,2.0,3.87,0,0
operating,2.0,2100000.0,2.0,2.0,6.0,0,0
operating,,,,,4.25,0,0
operating,,,3.0,2.0,36.46,0,0
operating,1.0,400000.0,2.0,6.0,3.91,0,0
operating,1.0,1513946.0,2.0,2.0,7.0,0,0
operating,,,1.0,5.0,21.0,0,0
operating,1.0,1536742.0,1.0,4.0,8.0,0,0
operating,,,,,25.99,0,0
operating,,,1.0,2.0,4.66,0,0
operating,,,,3.0,13.0,0,0
operating,,,,,5.83,0,0
operating,,,,,7.0,0,0
closed,1.0,1000000.0,,,7.0,0,0
operating,1.0,2000000.0,1.0,4.0,7.0,0,0
operating,,,1.0,1.0,3.35,0,0
operating,,,,,3.16,0,0
operating,,,2.0,2.0,7.0,0,0
operating,,,,3.0,7.0,0,0
operating,,,1.0,3.0,7.0,0,0
acquired,,,,,5.0,1,1
operating,,,,,7.9,0,0
acquired,,,1.0,1.0,7.0,1,1
operating,,,,,4.0,0,0
operating,2.0,3344209.0,,5.0,4.16,0,0
operating,,,2.0,2.0,12.0,0,0
operating,,,,1.0,3.33,0,0
operating,,,1.0,3.0,3.42,0,0
operating,,,,,6.75,0,0
operating,,,1.0,14.0,3.63,0,0
operating,1.0,12000000.0,2.0,2.0,4.67,0,0
operating,1.0,1050000.0,2.0,8.0,4.33,0,0
operating,,,1.0,1.0,4.0,0,0
operating,,,1.0,2.0,5.0,0,0
operating,,,1.0,5.0,22.0,0,0
operating,2.0,2487000.0,1.0,3.0,7.0,0,0
operating,1.0,,1.0,3.0,4.0,0,0
operating,,,2.0,3.0,4.08,0,0
operating,,,1.0,1.0,3.8,0,0
operating,1.0,5000000.0,1.0,9.0,7.19,0,0
operating,,,1.0,2.0,3.12,0,0
operating,,,2.0,2.0,8.29,0,0
operating,3.0,33400000.0,1.0,3.0,7.0,0,0
operating,1.0,17000000.0,,3.0,7.0,0,0
operating,,,1.0,5.0,7.0,0,0
operating,1.0,3750000.0,1.0,13.0,19.0,0,0
operating,1.0,65000000.0,,3.0,14.0,0,0
operating,,,1.0,2.0,2.16,0,0
operating,,,1.0,5.0,32.0,0,0
operating,,,1.0,4.0,15.42,0,0
operating,,,,,20.28,0,0
operating,,,3.0,2.0,7.0,0,0
operating,,,1.0,6.0,7.0,0,0
operating,,,,1.0,5.39,0,0
operating,2.0,25000.0,1.0,1.0,4.25,0,0
operating,,,1.0,103.0,37.0,0,0
operating,,,1.0,6.0,5.0,0,0
operating,,,1.0,2.0,3.58,0,0
operating,,,,,6.0,0,0
operating,,,,2.0,7.0,0,0
operating,,,1.0,1.0,4.64,0,0
operating,2.0,23360000.0,1.0,2.0,7.0,0,0
acquired,,,1.0,9.0,7.0,1,1
operating,1.0,4200000.0,,,7.0,0,0
operating,,,1.0,,7.0,0,0
operating,,,1.0,,7.0,0,0
operating,,,,,65.0,0,0
operating,5.0,72800000.0,3.0,29.0,12.0,0,0
operating,,,2.0,9.0,37.0,0,0
operating,2.0,650000.0,,3.0,4.0,0,0
operating,1.0,750000.0,1.0,2.0,7.33,0,0
closed,1.0,500000.0,1.0,1.0,2.25,0,0
operating,,,,5.0,5.58,0,0
operating,,,1.0,2.0,3.11,0,0
operating,,,,,3.42,0,0
operating,,,1.0,4.0,4.25,0,0
operating,,,,,14.0,0,0
operating,,,1.0,11.0,6.16,0,0
operating,,,,,7.0,0,0
ipo,3.0,40000000.0,6.0,20.0,11.25,1,1
operating,,,,,6.0,0,0
operating,,,1.0,4.0,10.0,0,0
operating,,,2.0,2.0,53.0,0,0
operating,3.0,390000.0,,2.0,7.0,0,0
operating,,,,,6.98,0,0
operating,,,,,3.16,0,0
operating,,,2.0,8.0,5.48,0,0
operating,3.0,35500000.0,2.0,7.0,4.0,0,0
operating,2.0,275000.0,2.0,8.0,4.08,0,0
operating,,,,,14.24,0,0
operating,,,,,6.0,0,0
operating,,,,2.0,7.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,,,9.0,0,0
operating,,,1.0,3.0,3.33,0,0
closed,2.0,626096.0,3.0,6.0,5.31,0,0
operating,2.0,1325000.0,,,7.0,0,0
operating,4.0,53990000.0,,3.0,7.0,0,0
operating,1.0,750000.0,,,7.0,0,0
operating,,,,3.0,7.0,0,0
operating,,,,1.0,19.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,,3.0,6.0,0,0
operating,3.0,135000.0,1.0,2.0,4.54,0,0
operating,,,,11.0,13.0,0,0
operating,,,1.0,1.0,8.72,0,0
operating,4.0,52500000.0,2.0,16.0,16.0,0,0
operating,,,,1.0,3.52,0,0
operating,,,,,14.0,0,0
operating,,,,,25.71,0,0
operating,,,,1.0,40.57,0,0
operating,3.0,475000.0,1.0,7.0,4.0,0,0
operating,,,2.0,2.0,3.04,0,0
operating,,,,1.0,7.0,0,0
operating,,,,2.0,8.16,0,0
operating,1.0,,1.0,2.0,8.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,1.0,2000000.0,,,7.0,0,0
acquired,,,,3.0,7.0,1,1
operating,1.0,,,,24.0,0,0
operating,1.0,3000000.0,1.0,2.0,20.0,0,0
operating,3.0,43000000.0,,2.0,10.0,0,0
operating,2.0,3000000.0,2.0,1.0,5.0,0,0
operating,1.0,4400000.0,2.0,6.0,11.0,0,0
operating,,,,,16.14,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,1.0,,6.0,0,0
operating,,,,,19.0,0,0
operating,,,1.0,5.0,5.0,0,0
operating,,,,1.0,7.0,0,0
operating,1.0,15600000.0,,3.0,10.0,0,0
operating,1.0,1500000.0,3.0,2.0,4.16,0,0
operating,,,1.0,7.0,3.91,0,0
closed,1.0,25000.0,1.0,2.0,0.84,0,0
operating,,,1.0,,7.0,0,0
operating,2.0,470000.0,1.0,3.0,7.0,0,0
operating,,,1.0,2.0,3.24,0,0
operating,,,1.0,1.0,5.67,0,0
operating,,,,1.0,10.0,0,0
operating,,,,,7.0,0,0
operating,,,,1.0,21.0,0,0
operating,,,1.0,3.0,8.76,0,0
operating,,,1.0,10.0,18.0,0,0
operating,1.0,300000.0,1.0,6.0,3.56,0,0
operating,,,1.0,1.0,3.84,0,0
operating,2.0,50000.0,2.0,1.0,3.33,0,0
operating,,,,3.0,7.08,0,0
operating,,,1.0,2.0,4.16,0,0
operating,1.0,20000.0,1.0,3.0,4.19,0,0
acquired,1.0,6500000.0,,,7.0,1,1
operating,,,1.0,5.0,6.58,0,0
acquired,,,,,24.0,1,1
operating,,,1.0,3.0,18.0,0,0
operating,,,,,6.0,0,0
operating,1.0,300000.0,1.0,2.0,3.33,0,0
operating,2.0,2385000.0,1.0,8.0,3.42,0,0
operating,,,,1.0,6.41,0,0
