funding_rounds,funding_total_usd,milestones,relationships,success_binary
2.0,2875000.0,0.0,2.0,0
1.0,300000.0,0.0,2.0,0
1.0,1300000.0,0.0,0.0,0
1.0,10000.0,0.0,2.0,0
2.0,2296337.0,0.0,0.0,0
1.0,163800.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
2.0,3627129.0,0.0,3.0,0
0.0,0.0,0.0,0.0,0
1.0,9100000.0,0.0,5.0,1
1.0,955211.0,0.0,2.0,1
2.0,420000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
1.0,50000.0,0.0,1.0,0
1.0,37500.0,0.0,1.0,0
2.0,0.0,1.0,10.0,1
2.0,1315000.0,0.0,3.0,0
1.0,17000000.0,0.0,2.0,1
0.0,0.0,0.0,1.0,0
1.0,500000.0,0.0,1.0,0
3.0,91000000.0,1.0,4.0,1
0.0,0.0,0.0,0.0,0
1.0,125000.0,0.0,3.0,0
0.0,0.0,0.0,0.0,0
1.0,480000.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
1.0,2000000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,1.0,0
0.0,0.0,0.0,0.0,1
3.0,0.0,0.0,7.0,1
0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,7.0,1
0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,4.0,0
0.0,0.0,0.0,3.0,1
0.0,0.0,0.0,6.0,1
1.0,0.0,0.0,2.0,0
0.0,0.0,1.0,3.0,1
0.0,0.0,1.0,6.0,0
2.0,0.0,0.0,1.0,1
1.0,484000.0,1.0,2.0,0
0.0,0.0,2.0,2.0,0
1.0,280000.0,0.0,3.0,0
1.0,33000000.0,0.0,3.0,0
2.0,17000000.0,0.0,3.0,1
2.0,3980492.0,0.0,2.0,1
1.0,93092700.0,0.0,5.0,1
0.0,0.0,1.0,2.0,1
2.0,1245000.0,0.0,1.0,1
1.0,14000000.0,0.0,8.0,0
0.0,0.0,1.0,2.0,0
1.0,2147092.0,0.0,1.0,1
1.0,500000.0,0.0,4.0,0
1.0,1839000.0,0.0,4.0,0
6.0,0.0,1.0,13.0,1
0.0,0.0,0.0,2.0,0
1.0,1500000.0,0.0,0.0,1
1.0,397000.0,0.0,0.0,0
1.0,2800000.0,0.0,3.0,1
2.0,0.0,1.0,10.0,1
0.0,0.0,0.0,0.0,0
1.0,17000000.0,0.0,5.0,1
0.0,0.0,2.0,7.0,0
4.0,0.0,1.0,5.0,1
1.0,1000.0,0.0,1.0,0
1.0,200000.0,0.0,0.0,0
2.0,750184.0,0.0,2.0,0
0.0,0.0,0.0,4.0,0
0.0,0.0,0.0,0.0,1
1.0,3000398.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
1.0,600000.0,0.0,1.0,0
1.0,5100000.0,0.0,0.0,0
0.0,0.0,0.0,2.0,1
1.0,585000.0,1.0,4.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
1.0,11000000.0,0.0,2.0,0
1.0,25000.0,0.0,1.0,0
1.0,4940000.0,0.0,4.0,0
1.0,360000.0,0.0,2.0,0
0.0,0.0,2.0,7.0,1
1.0,5000000.0,1.0,1.0,0
0.0,0.0,0.0,0.0,0
1.0,2000000.0,0.0,1.0,0
1.0,4000000.0,0.0,2.0,0
1.0,45259000.0,0.0,1.0,0
1.0,2512398.0,0.0,1.0,0
2.0,7198601.0,0.0,1.0,0
0.0,0.0,1.0,2.0,0
1.0,7000000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
1.0,550000.0,1.0,2.0,0
1.0,2700000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,4.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1.0,500000.0,1.0,7.0,0
0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,3.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,2.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,3.0,0
0.0,0.0,2.0,1.0,0
2.0,7000000.0,1.0,2.0,0
0.0,0.0,1.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,2.0,1
0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,2.0,1
1.0,1268256.0,0.0,0.0,0
1.0,321414.0,0.0,1.0,1
1.0,1000000.0,0.0,2.0,0
1.0,200000.0,0.0,1.0,0
1.0,100000.0,0.0,0.0,0
1.0,100000.0,0.0,0.0,0
0.0,0.0,1.0,3.0,0
2.0,9500000.0,0.0,1.0,1
1.0,2025200.0,0.0,0.0,0
1.0,2500000.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
1.0,3124082.0,0.0,2.0,0
1.0,5100000.0,0.0,4.0,0
1.0,1300000.0,0.0,0.0,0
1.0,200000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
1.0,1570000.0,0.0,1.0,1
1.0,1254544.0,0.0,0.0,0
1.0,5000000.0,0.0,3.0,0
1.0,1864750.0,0.0,0.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,0.0,0
2.0,5250000.0,0.0,1.0,1
1.0,3800000.0,0.0,1.0,0
0.0,0.0,1.0,1.0,1
1.0,6000000.0,1.0,3.0,1
1.0,150000.0,0.0,1.0,1
1.0,20000.0,0.0,4.0,0
1.0,1800000.0,0.0,2.0,1
2.0,28500000.0,0.0,0.0,1
1.0,14000.0,0.0,3.0,0
2.0,24500000.0,1.0,4.0,1
0.0,0.0,0.0,5.0,1
1.0,200000.0,0.0,3.0,1
0.0,0.0,0.0,0.0,1
1.0,20000000.0,0.0,0.0,0
0.0,0.0,1.0,2.0,0
1.0,16500000.0,0.0,1.0,1
1.0,4000000.0,1.0,3.0,0
1.0,4000000.0,0.0,3.0,1
1.0,15000.0,1.0,2.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,1.0,0
1.0,5000000.0,0.0,8.0,0
0.0,0.0,1.0,1.0,1
0.0,0.0,1.0,1.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,1.0,9.0,0
0.0,0.0,1.0,1.0,0
0.0,0.0,2.0,24.0,1
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,3.0,1
0.0,0.0,0.0,0.0,0
7.0,24843426.0,1.0,12.0,1
0.0,0.0,4.0,625.0,1
0.0,0.0,0.0,0.0,1
13.0,109550000.0,2.0,10.0,1
2.0,4970000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
1.0,6500000.0,1.0,3.0,1
1.0,3718192.0,0.0,5.0,0
3.0,76613550.0,2.0,14.0,1
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,0.0,1
1.0,100000.0,0.0,1.0,0
3.0,1825000.0,2.0,3.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,1.0,1.0,0
1.0,15000.0,0.0,0.0,1
1.0,14000000.0,0.0,1.0,0
2.0,3525000.0,0.0,1.0,0
2.0,2587458.0,0.0,5.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,9.0,1
0.0,0.0,0.0,0.0,0
1.0,50000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,3.0,0
0.0,0.0,0.0,0.0,0
1.0,10000.0,1.0,1.0,0
0.0,0.0,1.0,1.0,0
2.0,515750.0,0.0,2.0,0
0.0,0.0,0.0,3.0,1
0.0,0.0,2.0,1.0,0
1.0,500000.0,0.0,4.0,0
2.0,1718955.0,0.0,0.0,0
1.0,5000000.0,0.0,1.0,0
1.0,50000.0,0.0,0.0,0
1.0,1500000.0,0.0,0.0,0
1.0,25000.0,0.0,1.0,0
1.0,6699990.0,0.0,0.0,0
1.0,560000.0,0.0,3.0,0
3.0,1918089.0,0.0,1.0,0
1.0,3550000.0,0.0,0.0,0
1.0,2500000.0,0.0,1.0,0
1.0,200000.0,0.0,1.0,1
1.0,4350999.0,0.0,1.0,0
6.0,7291458.0,0.0,7.0,0
0.0,0.0,0.0,0.0,0
1.0,78360.0,0.0,0.0,0
1.0,300000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
1.0,9165500.0,0.0,0.0,0
1.0,6505600.0,0.0,3.0,0
1.0,200000.0,0.0,0.0,0
1.0,2000006.0,0.0,5.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,3.0,0
0.0,0.0,0.0,1.0,0
1.0,3000000.0,0.0,2.0,0
0.0,0.0,0.0,3.0,0
2.0,2800000.0,0.0,3.0,0
0.0,0.0,1.0,3.0,0
1.0,1420000.0,0.0,0.0,0
1.0,450000.0,0.0,0.0,1
1.0,550000.0,0.0,1.0,0
0.0,0.0,1.0,1.0,0
1.0,12500000.0,0.0,0.0,1
1.0,11050000.0,0.0,2.0,0
0.0,0.0,1.0,4.0,0
1.0,1750000.0,0.0,1.0,1
1.0,687070.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
1.0,650000.0,0.0,0.0,0
3.0,11318726.0,0.0,1.0,0
3.0,11021503.0,0.0,2.0,1
4.0,14534500.0,0.0,2.0,0
1.0,981000.0,0.0,2.0,0
1.0,25000.0,0.0,1.0,0
1.0,100000.0,0.0,1.0,0
1.0,175000.0,0.0,2.0,0
1.0,2474801.0,0.0,1.0,0
1.0,5400000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
2.0,1772360.0,0.0,1.0,0
1.0,3500000.0,0.0,1.0,1
1.0,50000.0,0.0,1.0,0
1.0,1000000.0,0.0,5.0,0
0.0,0.0,0.0,0.0,1
2.0,2600000.0,0.0,2.0,0
0.0,0.0,1.0,5.0,0
1.0,150000.0,0.0,2.0,0
0.0,0.0,1.0,0.0,1
1.0,1200000.0,0.0,1.0,1
1.0,1346510.0,0.0,2.0,0
0.0,0.0,1.0,11.0,1
2.0,17224529.0,0.0,1.0,0
1.0,127380.0,0.0,2.0,1
0.0,0.0,1.0,3.0,1
1.0,7300000.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0
1.0,8000000.0,0.0,1.0,0
1.0,900000.0,1.0,6.0,0
0.0,0.0,1.0,1.0,0
0.0,0.0,0.0,0.0,0
1.0,1390000.0,0.0,0.0,0
0.0,0.0,1.0,3.0,0
0.0,0.0,1.0,0.0,0
0.0,0.0,2.0,1.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,1.0,11.0,0
0.0,0.0,1.0,4.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
1.0,2521400.0,1.0,4.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,4.0,0
0.0,0.0,0.0,4.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,1.0,0
0.0,0.0,1.0,8.0,0
1.0,11500000.0,0.0,2.0,0
0.0,0.0,1.0,2.0,0
1.0,1500000.0,0.0,1.0,1
1.0,2000000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
1.0,40000000.0,0.0,4.0,1
0.0,0.0,1.0,12.0,1
1.0,4702468.0,1.0,1.0,0
1.0,0.0,0.0,1.0,0
0.0,0.0,0.0,1.0,1
1.0,1499999.0,1.0,2.0,0
1.0,524000.0,0.0,1.0,0
1.0,1500000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
1.0,450000.0,0.0,1.0,0
0.0,0.0,2.0,4.0,0
1.0,3500000.0,0.0,1.0,0
3.0,6222177.0,0.0,1.0,0
1.0,8986925.0,0.0,2.0,0
1.0,0.0,0.0,0.0,1
3.0,7144321.0,0.0,3.0,0
1.0,20000000.0,0.0,2.0,0
1.0,500000.0,0.0,2.0,0
1.0,1020000.0,0.0,1.0,0
2.0,905300.0,0.0,3.0,0
1.0,225000.0,0.0,1.0,0
1.0,2000000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
1.0,25000000.0,0.0,1.0,0
1.0,1000000.0,0.0,1.0,0
1.0,0.0,0.0,1.0,1
1.0,701696.0,0.0,1.0,0
1.0,1000000.0,0.0,0.0,0
1.0,1350000.0,0.0,1.0,0
2.0,10523411.0,0.0,1.0,0
1.0,49500000.0,0.0,1.0,0
1.0,10864240.0,0.0,1.0,0
1.0,18000000.0,0.0,0.0,0
1.0,400000.0,0.0,1.0,0
1.0,1230000.0,0.0,0.0,0
1.0,201000.0,0.0,1.0,0
1.0,165000.0,0.0,1.0,0
0.0,0.0,0.0,1.0,1
1.0,5100000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
1.0,3000000.0,0.0,1.0,0
0.0,0.0,0.0,1.0,0
1.0,127164.0,0.0,1.0,1
1.0,9690000.0,0.0,1.0,0
1.0,2780000.0,0.0,1.0,0
4.0,12305502.0,0.0,2.0,0
1.0,1600000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
1.0,20000.0,1.0,1.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,4.0,0
0.0,0.0,1.0,3.0,0
0.0,0.0,0.0,0.0,1
2.0,2000000.0,1.0,1.0,0
0.0,0.0,1.0,3.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,1.0,0
3.0,750000.0,1.0,3.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,2.0,0
1.0,1000000.0,1.0,4.0,0
0.0,0.0,2.0,2.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,2.0,1
0.0,0.0,0.0,1.0,1
1.0,1000000.0,0.0,2.0,1
0.0,0.0,0.0,2.0,0
0.0,0.0,0.0,0.0,1
1.0,50000.0,1.0,2.0,0
0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
1.0,211459196.0,0.0,3.0,0
0.0,0.0,0.0,0.0,1
1.0,1157500.0,0.0,2.0,1
0.0,0.0,1.0,2.0,0
1.0,3569519.0,0.0,3.0,0
1.0,2760000.0,0.0,2.0,1
1.0,0.0,0.0,2.0,0
0.0,0.0,1.0,5.0,1
0.0,0.0,1.0,1.0,0
1.0,1487578.0,0.0,0.0,0
1.0,950005.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
1.0,680755.0,0.0,1.0,1
3.0,5116500.0,1.0,6.0,0
1.0,725000.0,0.0,0.0,0
1.0,1970000.0,0.0,2.0,0
1.0,8376852.0,0.0,1.0,0
0.0,0.0,1.0,6.0,1
1.0,1500000.0,0.0,1.0,0
1.0,2875000.0,0.0,0.0,0
1.0,7650000.0,0.0,1.0,0
1.0,674598700.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
1.0,20000.0,0.0,0.0,0
2.0,1518160.0,0.0,1.0,0
2.0,1584593.0,0.0,0.0,1
1.0,70000249.0,0.0,1.0,0
1.0,45000.0,0.0,1.0,1
0.0,0.0,0.0,4.0,1
0.0,0.0,1.0,8.0,1
0.0,0.0,1.0,1.0,0
1.0,315317.0,0.0,3.0,0
1.0,1500000.0,0.0,2.0,0
0.0,0.0,1.0,1.0,0
1.0,251000.0,0.0,1.0,0
1.0,3000000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
1.0,4125000.0,0.0,3.0,0
1.0,150000.0,0.0,0.0,0
1.0,2809010.0,0.0,0.0,1
1.0,200000.0,0.0,0.0,0
1.0,8000000.0,1.0,3.0,0
1.0,49997.0,0.0,1.0,0
0.0,0.0,1.0,1.0,1
2.0,7342782.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
1.0,545000.0,0.0,2.0,1
0.0,0.0,1.0,5.0,0
0.0,0.0,2.0,1.0,0
1.0,25000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,2.0,1
0.0,0.0,1.0,3.0,0
1.0,3142406.0,0.0,1.0,0
1.0,1480000.0,0.0,1.0,0
0.0,0.0,0.0,2.0,1
0.0,0.0,0.0,0.0,1
1.0,8676000.0,0.0,0.0,0
1.0,15000000.0,0.0,3.0,0
0.0,0.0,1.0,2.0,0
2.0,21400000.0,2.0,15.0,0
0.0,0.0,0.0,1.0,0
3.0,39000000.0,1.0,10.0,1
0.0,0.0,0.0,3.0,0
0.0,0.0,1.0,6.0,0
0.0,0.0,3.0,1.0,1
0.0,0.0,0.0,0.0,1
1.0,3250000.0,1.0,5.0,0
0.0,0.0,1.0,9.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,1.0,0.0,1
0.0,0.0,1.0,1.0,1
3.0,300000.0,2.0,13.0,0
0.0,0.0,0.0,2.0,0
0.0,0.0,0.0,3.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,2.0,0
0.0,0.0,2.0,1.0,0
1.0,3000000.0,1.0,3.0,1
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,1.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,1.0,1.0,0
1.0,1300000.0,2.0,1.0,0
0.0,0.0,0.0,4.0,1
1.0,2000000.0,0.0,3.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,3.0,1
0.0,0.0,0.0,1.0,1
2.0,2785000.0,0.0,2.0,0
0.0,0.0,0.0,0.0,1
3.0,1688000.0,0.0,2.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,1.0,0
4.0,28500000.0,3.0,7.0,0
0.0,0.0,1.0,5.0,1
1.0,7500000.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
1.0,1300000.0,0.0,2.0,0
0.0,0.0,0.0,2.0,1
1.0,0.0,1.0,5.0,0
0.0,0.0,2.0,4.0,0
0.0,0.0,1.0,4.0,1
0.0,0.0,0.0,3.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,0
1.0,200000.0,0.0,2.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,4.0,1
0.0,0.0,0.0,2.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
1.0,465039.0,0.0,1.0,0
1.0,178486.0,0.0,1.0,1
0.0,0.0,1.0,4.0,1
0.0,0.0,1.0,1.0,0
1.0,195000.0,0.0,3.0,1
0.0,0.0,0.0,0.0,0
1.0,25480000.0,0.0,2.0,0
1.0,1725103.0,0.0,3.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
1.0,185000.0,0.0,2.0,0
1.0,3702210.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
1.0,275000.0,0.0,1.0,0
2.0,4200000.0,0.0,1.0,0
1.0,1213875.0,0.0,0.0,0
2.0,6731042.0,1.0,3.0,0
0.0,0.0,0.0,0.0,1
1.0,3499999.0,0.0,3.0,1
1.0,752161.0,0.0,5.0,1
0.0,0.0,0.0,0.0,0
2.0,2710000.0,0.0,2.0,0
0.0,0.0,2.0,9.0,1
1.0,1600000.0,0.0,1.0,0
1.0,5360344.0,0.0,3.0,0
1.0,75759314.0,0.0,4.0,0
1.0,486000.0,0.0,0.0,0
1.0,10231974.0,0.0,2.0,0
1.0,33000000.0,0.0,1.0,0
0.0,0.0,1.0,1.0,1
1.0,360000.0,0.0,0.0,1
1.0,7000000.0,1.0,10.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,5.0,0
0.0,0.0,0.0,1.0,0
1.0,135000.0,1.0,5.0,0
1.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,2.0,0
0.0,0.0,1.0,2.0,1
0.0,0.0,1.0,4.0,0
3.0,1765000.0,1.0,3.0,0
1.0,0.0,1.0,4.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,1.0,1
0.0,0.0,1.0,2.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,5.0,0
0.0,0.0,0.0,6.0,1
0.0,0.0,1.0,1.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,1.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,4.0,1
0.0,0.0,1.0,5.0,0
0.0,0.0,0.0,0.0,1
1.0,1000000.0,2.0,2.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,2.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
1.0,18000000.0,0.0,2.0,1
0.0,0.0,1.0,15.0,1
1.0,50000.0,0.0,3.0,0
1.0,110000.0,0.0,2.0,0
0.0,0.0,0.0,2.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,4.0,0
0.0,0.0,0.0,2.0,0
0.0,0.0,0.0,1.0,0
1.0,137500.0,0.0,4.0,1
1.0,190000.0,0.0,0.0,0
1.0,125000.0,0.0,1.0,0
0.0,0.0,0.0,2.0,0
1.0,1500001.0,0.0,1.0,0
1.0,1325000.0,0.0,0.0,0
1.0,750000.0,0.0,3.0,0
0.0,0.0,1.0,5.0,0
0.0,0.0,1.0,6.0,1
1.0,3535000.0,0.0,1.0,0
1.0,175000.0,0.0,1.0,0
0.0,0.0,1.0,0.0,0
1.0,134100.0,0.0,1.0,0
1.0,865000.0,0.0,1.0,0
1.0,200000.0,0.0,1.0,0
2.0,186200.0,0.0,4.0,1
1.0,685000.0,0.0,3.0,0
1.0,999999.0,0.0,2.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,6.0,1
1.0,600000.0,0.0,3.0,0
1.0,1331000.0,0.0,2.0,0
1.0,12000000.0,0.0,0.0,0
1.0,1000.0,0.0,1.0,1
2.0,2300000.0,0.0,4.0,1
1.0,55000.0,0.0,1.0,0
1.0,2000000.0,0.0,3.0,0
1.0,470000.0,0.0,2.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
2.0,24300000.0,1.0,4.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,2.0,1.0,1
0.0,0.0,1.0,1.0,1
0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,5.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,2.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,1.0,1
0.0,0.0,1.0,3.0,0
0.0,0.0,0.0,0.0,0
1.0,9350000.0,1.0,10.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,4.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
2.0,8074000.0,0.0,4.0,0
0.0,0.0,2.0,28.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,3.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,5.0,0
0.0,0.0,3.0,10.0,1
0.0,0.0,0.0,2.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,1.0,1.0,1
1.0,500000.0,1.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
2.0,58000000.0,1.0,2.0,1
0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,1.0,4.0,0
1.0,18800000.0,0.0,3.0,1
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,2.0,0
0.0,0.0,0.0,0.0,1
1.0,26300000.0,0.0,0.0,1
0.0,0.0,1.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,4.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,2.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,2.0,1
0.0,0.0,0.0,0.0,1
1.0,13000000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,1.0,1
1.0,3934286.0,0.0,5.0,0
0.0,0.0,0.0,1.0,1
1.0,50000.0,1.0,1.0,0
0.0,0.0,0.0,0.0,1
1.0,10000000.0,0.0,3.0,0
1.0,150000.0,0.0,0.0,0
1.0,15000000.0,0.0,2.0,1
0.0,0.0,1.0,0.0,0
0.0,0.0,2.0,3.0,1
2.0,1335672.0,0.0,2.0,0
0.0,0.0,1.0,3.0,0
4.0,28300000.0,4.0,27.0,1
2.0,1750000.0,2.0,3.0,0
3.0,75000.0,1.0,4.0,0
1.0,10400000.0,0.0,2.0,0
1.0,2000000.0,0.0,1.0,0
0.0,0.0,1.0,3.0,1
1.0,1000000.0,1.0,3.0,0
1.0,200000.0,1.0,1.0,0
0.0,0.0,1.0,5.0,1
0.0,0.0,2.0,2.0,0
0.0,0.0,0.0,2.0,0
0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,1.0,0
2.0,3715731.0,0.0,3.0,0
0.0,0.0,0.0,0.0,1
1.0,50000.0,0.0,1.0,0
1.0,10000000.0,0.0,3.0,0
1.0,833333.0,0.0,1.0,1
1.0,5388575.0,0.0,3.0,1
0.0,0.0,2.0,1.0,1
0.0,0.0,0.0,0.0,1
1.0,501705.0,0.0,1.0,0
1.0,45000.0,0.0,1.0,0
1.0,125000.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1
1.0,25000.0,0.0,2.0,0
2.0,875000.0,0.0,1.0,0
0.0,0.0,1.0,1.0,0
