funding_rounds,funding_total_usd,milestones,relationships,age
-0.5745042249023317,-0.19453409827971405,0.2693591956235833,-0.1845610930159704,0.14746906487590467
0.24276638478646334,-0.19319715048914354,0.2693591956235833,-0.1845610930159704,-0.6681340464489816
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.25304667367084693,-0.2587457143053616
-0.5745042249023317,-0.19453409827971405,1.3606987292608863,1.0481793587718067,0.6795681115638653
-0.5745042249023317,-0.19453409827971405,0.2693591956235833,-0.0475899317062174,-0.2587457143053616
0.24276638478646334,-0.19291301565995256,1.3606987292608863,0.22635239091328863,-0.6374563678128963
-0.5745042249023317,-0.19453409827971405,1.3606987292608863,0.22635239091328863,0.3495186034790866
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.25304667367084693,2.6640965640223437
-0.5745042249023317,-0.19453409827971405,0.2693591956235833,0.08938122960353562,-0.8574893732027489
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.25304667367084693,-0.3528944521885196
-0.5745042249023317,-0.19453409827971405,1.3606987292608863,-0.0475899317062174,-0.4449274880967753
0.24276638478646334,-0.16662531315155463,-0.8219803380137195,-0.0475899317062174,0.5875350756556098
-0.5745042249023317,-0.19453409827971405,0.2693591956235833,0.4318091328779181,1.0106754706360954
-0.5745042249023317,-0.19453409827971405,0.2693591956235833,0.08938122960353562,-0.7263158507587983
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.25304667367084693,1.3280307668714597
0.24276638478646334,-0.19286291354150092,-0.8219803380137195,-0.25304667367084693,-0.4438696371093241
1.0600369944752583,0.056143612452256846,2.452038262898189,0.08938122960353562,-0.6321671128756402
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.25304667367084693,0.040626115143332045
-0.5745042249023317,-0.19453409827971405,0.2693591956235833,-0.25304667367084693,-0.2587457143053616
-0.5745042249023317,-0.19453409827971405,0.2693591956235833,-0.25304667367084693,-0.4459853390842265
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.25304667367084693,-0.2587457143053616
-0.5745042249023317,-0.19453409827971405,0.2693591956235833,0.02089564894865911,-0.2587457143053616
-0.5745042249023317,-0.19453409827971405,1.3606987292608863,-0.1845610930159704,-0.6681340464489816
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.0475899317062174,-0.2587457143053616
-0.5745042249023317,-0.19453409827971405,0.2693591956235833,-0.1845610930159704,-0.2587457143053616
-0.5745042249023317,-0.19453409827971405,0.2693591956235833,0.02089564894865911,-0.15296061556024018
1.8773076041640533,0.7079056603553813,0.2693591956235833,0.08938122960353562,0.5431053341826588
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.25304667367084693,-0.2587457143053616
1.0600369944752583,-0.07420879712836802,0.2693591956235833,-0.0475899317062174,-0.3296217304645929
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.25304667367084693,0.8953697130039132
-0.5745042249023317,-0.19453409827971405,0.2693591956235833,-0.11607551236109391,-0.4438696371093241
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.0475899317062174,-0.5708117556034699
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.25304667367084693,-0.047175516815118744
0.24276638478646334,-0.1936985059106075,0.2693591956235833,-0.1845610930159704,-0.6818861092858473
0.24276638478646334,0.04277413454655173,0.2693591956235833,0.22635239091328863,1.4338158656165811
5.146390042919234,2.2788193142757325,-0.8219803380137195,-0.0475899317062174,0.1643946806751241
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.1845610930159704,-0.17834903925906934
-0.5745042249023317,-0.19453409827971405,1.3606987292608863,0.08938122960353562,-0.8617207771525537
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.25304667367084693,-0.2587457143053616
0.24276638478646334,-0.02741562445840012,-0.8219803380137195,-0.25304667367084693,-0.2587457143053616
1.8773076041640533,0.6015180399207328,1.3606987292608863,0.7057514554974241,-0.047175516815118744
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,0.02089564894865911,-0.3666465150253854
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.11607551236109391,-0.2587457143053616
0.24276638478646334,-0.15108329508617244,0.2693591956235833,-0.0475899317062174,-0.6025472852270063
0.24276638478646334,-0.010703777076268727,2.452038262898189,0.4318091328779181,0.6933201744007312
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.11607551236109391,-0.2587457143053616
-0.5745042249023317,-0.19453409827971405,0.2693591956235833,-0.1845610930159704,-0.364530813050483
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.11607551236109391,-0.2587457143053616
-0.5745042249023317,-0.19453409827971405,-0.8219803380137195,-0.25304667367084693,-0.364530813050483
-0.5745042249023317,-0.19453409827971405,0.2693591956235833,0.02089564894865911,0.9440308584266691
2.6945782138528482,6.92471288650826,0.2693591956235833,0.15786681025841212,-0.15296061556024018
