funding_rounds,funding_total_usd,milestones,relationships
1.8807237145790463,1.1678524355569713,4.637500895937489,0.9390121824783986
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,0.1643374506739414
-0.5744183821008306,-0.19815616576092873,3.5460210027891694,0.5868873043854634
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.11736245180040666
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.11736245180040666
0.24396231679246166,-0.026331184463079672,2.45454110964085,0.7277372556226375
0.24396231679246166,-0.19815616576092873,3.5460210027891694,0.37561237752970245
3.517485112365631,2.141041637630981,-0.8198985698041079,0.7277372556226375
1.8807237145790463,0.14979949031111967,0.2715813233442114,0.1643374506739414
1.8807237145790463,0.935888710804875,2.45454110964085,1.0798621337155725
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.2582124030375807
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.11736245180040666
-0.5744183821008306,-0.19815616576092873,3.5460210027891694,-0.04693747618181965
0.24396231679246166,-0.19471966613497174,0.2715813233442114,-0.2582124030375807
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.2582124030375807
1.062343015685754,0.19016829197221014,-0.8198985698041079,-0.11736245180040666
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.2582124030375807
0.24396231679246166,-0.14660867137157402,0.2715813233442114,0.30518740191111543
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.2582124030375807
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.2582124030375807
0.24396231679246166,-0.19815616576092873,-0.8198985698041079,-0.2582124030375807
0.24396231679246166,-0.12598967361583213,-0.8198985698041079,-0.11736245180040666
0.24396231679246166,-0.19815616576092873,0.2715813233442114,0.37561237752970245
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.18778742741899368
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.04693747618181965
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.04693747618181965
-0.5744183821008306,-0.19815616576092873,1.3630612164925309,-0.18778742741899368
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.18778742741899368
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.2582124030375807
5.154246510152216,3.977190879776803,2.45454110964085,2.910911499798835
0.24396231679246166,-0.19678156591054594,0.2715813233442114,0.09391247505535438
0.24396231679246166,-0.19815616576092873,1.3630612164925309,0.023487499436767364
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.2582124030375807
1.062343015685754,-0.1692895689028901,-0.8198985698041079,1.0798621337155725
-0.5744183821008306,-0.19815616576092873,2.45454110964085,0.09391247505535438
1.8807237145790463,3.0698587565346336,2.45454110964085,1.7136869142828557
0.24396231679246166,-0.09506117698221929,1.3630612164925309,0.1643374506739414
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.2582124030375807
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.2582124030375807
0.24396231679246166,-0.1861284170700793,0.2715813233442114,-0.11736245180040666
0.24396231679246166,-0.19815616576092873,1.3630612164925309,0.09391247505535438
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.18778742741899368
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.2582124030375807
-0.5744183821008306,-0.19815616576092873,1.3630612164925309,-0.04693747618181965
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,0.023487499436767364
0.24396231679246166,-0.09162467735626231,2.45454110964085,0.09391247505535438
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.04693747618181965
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.2582124030375807
2.6991044134723388,0.1626762949645543,0.2715813233442114,-0.18778742741899368
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,6.150460378253838
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.11736245180040666
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.04693747618181965
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,0.023487499436767364
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,0.09391247505535438
0.24396231679246166,-0.19471966613497174,0.2715813233442114,-0.18778742741899368
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.04693747618181965
0.24396231679246166,-0.1966097409292481,-0.8198985698041079,-0.2582124030375807
0.24396231679246166,-0.1885339668082492,1.3630612164925309,-0.11736245180040666
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.2582124030375807
3.517485112365631,1.3963796606831105,1.3630612164925309,1.1502871093341596
-0.5744183821008306,-0.19815616576092873,3.5460210027891694,6.784285158821121
-0.5744183821008306,-0.19815616576092873,2.45454110964085,0.30518740191111543
0.24396231679246166,-0.19815616576092873,0.2715813233442114,-0.18778742741899368
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.04693747618181965
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,0.09391247505535438
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.04693747618181965
-0.5744183821008306,-0.19815616576092873,2.45454110964085,1.3615620361899206
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.11736245180040666
0.24396231679246166,-0.19815616576092873,-0.8198985698041079,0.1643374506739414
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.18778742741899368
1.062343015685754,-0.048668432031800046,-0.8198985698041079,-0.11736245180040666
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,0.5164623287668765
1.8807237145790463,-0.060696180722649484,1.3630612164925309,0.23476242629252841
1.8807237145790463,-0.08585135798465458,0.2715813233442114,0.37561237752970245
0.24396231679246166,0.09394630244541467,0.2715813233442114,-0.11736245180040666
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.11736245180040666
0.24396231679246166,-0.18956491669603628,0.2715813233442114,-0.11736245180040666
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.04693747618181965
1.8807237145790463,-0.15313802066089227,1.3630612164925309,0.5868873043854634
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.2582124030375807
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.18778742741899368
1.062343015685754,1.345693009450058,0.2715813233442114,0.09391247505535438
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,0.9390121824783986
-0.5744183821008306,-0.19815616576092873,2.45454110964085,0.023487499436767364
0.24396231679246166,-0.1706641687532729,-0.8198985698041079,0.09391247505535438
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.18778742741899368
0.24396231679246166,0.00803381179649014,0.2715813233442114,-0.2582124030375807
-0.5744183821008306,-0.19815616576092873,1.3630612164925309,-0.11736245180040666
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,0.37561237752970245
0.24396231679246166,0.15236679608668335,-0.8198985698041079,-0.11736245180040666
0.24396231679246166,-0.1887058261545433,-0.8198985698041079,0.023487499436767364
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,0.44603735314828946
0.24396231679246166,-0.14317217174561703,-0.8198985698041079,-0.04693747618181965
0.24396231679246166,-0.19111134152771692,-0.8198985698041079,-0.18778742741899368
0.24396231679246166,-0.19815616576092873,-0.8198985698041079,-0.18778742741899368
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.18778742741899368
0.24396231679246166,-0.1637911695013589,1.3630612164925309,-0.04693747618181965
1.8807237145790463,0.32716142853630314,0.2715813233442114,-0.11736245180040666
1.8807237145790463,0.7296987332474562,0.2715813233442114,0.6573122800040505
3.517485112365631,1.0929595277036293,1.3630612164925309,0.023487499436767364
-0.5744183821008306,-0.19815616576092873,1.3630612164925309,1.6432619386642686
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.11736245180040666
0.24396231679246166,-0.18956491669603628,-0.8198985698041079,-0.2582124030375807
0.24396231679246166,-0.19815616576092873,-0.8198985698041079,-0.04693747618181965
0.24396231679246166,0.764063729507026,2.45454110964085,0.23476242629252841
0.24396231679246166,-0.19025221662122768,-0.8198985698041079,-0.04693747618181965
0.24396231679246166,-0.18526929216359006,-0.8198985698041079,-0.04693747618181965
3.517485112365631,4.681673303097985,2.45454110964085,2.417936670468726
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.11736245180040666
1.8807237145790463,0.29085766228275717,2.45454110964085,0.7277372556226375
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.11736245180040666
0.24396231679246166,-0.18097366763114384,1.3630612164925309,0.1643374506739414
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,0.1643374506739414
0.24396231679246166,-0.19471966613497174,1.3630612164925309,-0.18778742741899368
-0.5744183821008306,-0.19815616576092873,-0.8198985698041079,-0.2582124030375807
0.24396231679246166,-0.19815616576092873,0.2715813233442114,-0.11736245180040666
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,-0.18778742741899368
1.062343015685754,0.7331352328734132,0.2715813233442114,-0.18778742741899368
-0.5744183821008306,-0.19815616576092873,1.3630612164925309,-0.11736245180040666
-0.5744183821008306,-0.19815616576092873,0.2715813233442114,0.37561237752970245
